Id หลัก,Facter ID,ประเภทการคิด,กลุ่มหัวข้อ,โค้ดการประเมิน,ชื่อ KPI,น้ำหนัก,Target,คะแนน 1,คะแนน 2,คะแนน 3,คะแนน 4,คะแนน 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-396,อัตราการบำรุงรักษา เครื่องมือและอุปกรณ์การแพทย์ ตามแผนงานที่มอบหมาย,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-396,จำนวนครั้งที่เครื่องมือและอุปกรณ์ทางการแพทย์เสียซ้ำในปัญหาเดิมภายใน 1 เดือนหลังงานซ่อม,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-396,อัตราการซ่อมเครื่องมือและอุปกรณ์ทางการแพทย์เสร็จตามระยะเวลาที่กำหนด,25,97,84,85 - 88,89 - 92,93 - 96,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-396,จำนวนครั้งที่ เครื่องมือแพทย์ ในระบบPOOL  ไม่พร้อมใช้  เรื่องจากการไม่ปฏิบัติ ตามกระบวนการทำงาน ของเจ้าหน้าที่,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-397,อัตราการบำรุงรักษา เครื่องมือและอุปกรณ์การแพทย์ ตามแผนงานที่มอบหมาย,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-397,จำนวนครั้งที่เครื่องมือและอุปกรณ์ทางการแพทย์เสียซ้ำในปัญหาเดิมภายใน 1 เดือนหลังงานซ่อม,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-397,อัตราการซ่อมเครื่องมือและอุปกรณ์ทางการแพทย์เสร็จตามระยะเวลาที่กำหนด,25,94,74,75 - 79,80 - 84,85 - 89,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-397,จำนวนครั้งที่ เครื่องมือแพทย์ ในระบบPOOL  ไม่พร้อมใช้  เรื่องจากการไม่ปฏิบัติ ตามกระบวนการทำงาน ของเจ้าหน้าที่,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-398,% รายได้ต่อต้นทุน,25,30,23,24 - 25,26 - 27,28 - 29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-398,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-398,%ของพนักงาน ที่ได้รับชั่วโมงฝึกอบรม 80 ชั่วโมงต่อคนต่อปี ,25,80,49,50 - 59,60 - 69,70 - 79,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-398,% Sub contract เข้ามาปฏิบัติตามแผน   (บริการเดือนเว้นเดือน)     ,25,6,2,3,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-399,จำนวนเมนูอาหารที่ได้รับการพัฒนา / ต่อยอดหรือคิดเมนูใหม่และสามารถทำออกขายได้จริง,25,2,0,0.5,1,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-399,จำนวนข้อร้องเรียนด้าน รสชาติ รูปลักษณ์ สีสัน ของอาหาร,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-399,จำนวนครั้งที่ปรุงอาหารผิด ไม่ตรงตามใบสั่งอาหาร,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-399,จำนวนครั้งพบวัตถุดิบไม่มีขาย (เช่น หมูกรอบ น้ำพริกลงเรือ),25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-400,จำนวนเมนูอาหารที่ได้รับการพัฒนา / ต่อยอดหรือคิดเมนูใหม่และสามารถทำออกขายได้จริง,25,2,0,0.5,1,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-400,จำนวนข้อร้องเรียนด้าน รสชาติ รูปลักษณ์ สีสัน ของอาหาร,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-400,จำนวนครั้งที่ปรุงอาหารผิด ไม่ตรงตามใบสั่งอาหาร,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-400,จำนวนครั้งพบวัตถุดิบไม่มีขาย (เช่น หมูกรอบ น้ำพริกลงเรือ),25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-401,จำนวนครั้งที่ QC ผิดพลาด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-401,% เมนูที่จัดทำต้นทุนสำเร็จ,25,85,69,70 - 74,75 - 79,80 - 84,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-401,จำนวนครั้งทวนคำสั่งอาหารผิดพลาด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-401,จำนวนครั้งพบวัตถุดิบไม่พร้อมใช้งาน,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-402,จำนวนครั้งพบข้อร้องเรียนเรื่อง พื้นที่และภาชนะ ให้บริการไม่สะอาด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-402,จำนวนครั้งพบข้อร้องเรียน ด้านพฤติกรรมบริการ เช่น เก็บภาชนะเสียงดัง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-402,จำนวนครั้งที่พบรางระบายน้ำมีเศษอาหาร มีกลิ่นเหม็นเน่า,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-402,จำนวนครั้งพบภาชนะชำรุด แตกหัก ในขั้นตอนการล้างทำความสะอาด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-403,จำนวนครั้งพบข้อร้องเรียนเรื่อง พื้นที่และภาชนะ ให้บริการไม่สะอาด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-403,จำนวนครั้งพบข้อร้องเรียน ด้านพฤติกรรมบริการ เช่น เก็บภาชนะเสียงดัง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-403,จำนวนครั้งที่พบรางระบายน้ำมีเศษอาหาร มีกลิ่นเหม็นเน่า,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-403,จำนวนครั้งพบภาชนะชำรุด แตกหัก ในขั้นตอนการล้างทำความสะอาด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-404,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-404,จำนวนครั้งพบรับคำสั่งอาหารไม่ชัดเจน  นำส่งไม่มีผู้รับ หรือ ลืมสั่งอาหาร  ไม่ระบุภาชนะ หรือ ระบุผิดพลาด เช่น ลูกค้าสั่งใส่จาน เขียนใส่กล่อง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-404,จำนวนครั้ง ทีพบไม่ใช้เคื่องติดตามลูกค้า  ไม่เปิด TV สื่อสารการให้บริการ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-404,จำนวนครั้งพบข้อ การทอนเงิน ผิดพลาด เกิดการโต้เถียงกับผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-405,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-405,จำนวนครั้งพบรับคำสั่งอาหารไม่ชัดเจน  นำส่งไม่มีผู้รับ หรือ ลืมสั่งอาหาร  ไม่ระบุภาชนะ หรือ ระบุผิดพลาด เช่น ลูกค้าสั่งใส่จาน เขียนใส่กล่อง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-405,จำนวนครั้ง ทีพบไม่ใช้เคื่องติดตามลูกค้า  ไม่เปิด TV สื่อสารการให้บริการ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-405,จำนวนครั้งพบข้อ การทอนเงิน ผิดพลาด เกิดการโต้เถียงกับผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-406,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-406,จำนวนครั้งพบรับคำสั่งอาหารไม่ชัดเจน  นำส่งไม่มีผู้รับ หรือ ลืมสั่งอาหาร  ไม่ระบุภาชนะ หรือ ระบุผิดพลาด เช่น ลูกค้าสั่งใส่จาน เขียนใส่กล่อง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-406,จำนวนครั้ง ทีพบไม่ใช้เคื่องติดตามลูกค้า  ไม่เปิด TV สื่อสารการให้บริการ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-406,จำนวนครั้งพบข้อ การทอนเงิน ผิดพลาด เกิดการโต้เถียงกับผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-407,จำนวนครั้งที่ผู้ป่วยเกิดอาการ อาหารเป็นพิษ / ท้องเสีย,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-407,จำนวนข้อร้องเรียนด้าน รสชาติ รูปลักษณ์ สีสัน ของอาหารขายหน้าร้าน /อาหารคนไข้ / อาหารแพทย์ ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-407,จำนวนครั้งปรุงอาหารเฉพาะโรค ไม่ตรงตามใบกำกับอาหาร,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-407,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-408,จำนวนครั้งที่ผู้ป่วยเกิดอาการ อาหารเป็นพิษ / ท้องเสีย,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-408,จำนวนข้อร้องเรียนด้าน รสชาติ รูปลักษณ์ สีสัน ของอาหารขายหน้าร้าน /อาหารคนไข้ / อาหารแพทย์ ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-408,จำนวนครั้งปรุงอาหารเฉพาะโรค ไม่ตรงตามใบกำกับอาหาร,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-408,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-409,จำนวนครั้งที่ผู้ป่วยเกิดอาการ อาหารเป็นพิษ / ท้องเสีย,25,2,6,5,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-409,จำนวนข้อร้องเรียนด้าน รสชาติ รูปลักษณ์ สีสัน ของอาหารขายหน้าร้าน /อาหารคนไข้ / อาหารแพทย์ ,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-409,จำนวนครั้งปรุงอาหารเฉพาะโรค ไม่ตรงตามใบกำกับอาหาร,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-409,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-410,จำนวนครั้งพบข้อร้องเรียนจากผู้รับบริการ / เพื่อนร่วมงาน เรื่องการขาย เช่น ตักอาหารขายปริมาณไม่เท่ากัน ตักขาย ทำขาย ส่อไปในทางทุจริตให้ปริมาณเกินที่แผนกกำหนด หรือ ชี้ช่องในผู้รับบริการปิดบังราคาที่แท้จริง,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-410,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-410,จำนวนครั้งพบข้อร้องเรียนพนักงานงานขาย ขาดความกระตือรือร้น  ไม่สนใจ ไม่สอบถาม ไม่นำเสนอการขาย  ให้ผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-410,จำนวนครั้งพบการจัดเตรียม งานเลี้ยงไม่ครบถ้วนตามใบรายการขอเบิกอาหารและเครื่องดื่ม ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-411,จำนวนครั้งพบข้อร้องเรียนจากผู้รับบริการ / เพื่อนร่วมงาน เรื่องการขาย เช่น ตักอาหารขายปริมาณไม่เท่ากัน ตักขาย ทำขาย ส่อไปในทางทุจริตให้ปริมาณเกินที่แผนกกำหนด หรือ ชี้ช่องในผู้รับบริการปิดบังราคาที่แท้จริง,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-411,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-411,จำนวนครั้งพบข้อร้องเรียนพนักงานงานขาย ขาดความกระตือรือร้น  ไม่สนใจ ไม่สอบถาม ไม่นำเสนอการขาย  ให้ผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-411,จำนวนครั้งพบการจัดเตรียม งานเลี้ยงไม่ครบถ้วนตามใบรายการขอเบิกอาหารและเครื่องดื่ม ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-412,จำนวนครั้งพบข้อร้องเรียนจากผู้รับบริการ / เพื่อนร่วมงาน เรื่องการขาย เช่น ตักอาหารขายปริมาณไม่เท่ากัน ตักขาย ทำขาย ส่อไปในทางทุจริตให้ปริมาณเกินที่แผนกกำหนด หรือ ชี้ช่องในผู้รับบริการปิดบังราคาที่แท้จริง,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-412,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-412,จำนวนครั้งพบข้อร้องเรียนพนักงานงานขาย ขาดความกระตือรือร้น  ไม่สนใจ ไม่สอบถาม ไม่นำเสนอการขาย  ให้ผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-412,จำนวนครั้งพบการจัดเตรียม งานเลี้ยงไม่ครบถ้วนตามใบรายการขอเบิกอาหารและเครื่องดื่ม ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-413,จำนวนครั้งพบข้อร้องเรียนจากผู้รับบริการ / เพื่อนร่วมงาน เรื่องการขาย เช่น ตักอาหารขายปริมาณไม่เท่ากัน ตักขาย ทำขาย ส่อไปในทางทุจริตให้ปริมาณเกินที่แผนกกำหนด หรือ ชี้ช่องในผู้รับบริการปิดบังราคาที่แท้จริง,25,4,11,10 - 9,8 - 7,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-413,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-413,จำนวนครั้งพบข้อร้องเรียนพนักงานงานขาย ขาดความกระตือรือร้น  ไม่สนใจ ไม่สอบถาม ไม่นำเสนอการขายให้ผู้รับบริการ,25,4,11,10 - 9,8 - 7,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-413,จำนวนครั้งพบการจัดเตรียม งานเลี้ยงไม่ครบถ้วนตามใบรายการขอเบิกอาหารและเครื่องดื่ม ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-414,จำนวนครั้งพบข้อร้องเรียนจากผู้รับบริการ / เพื่อนร่วมงาน เรื่องการขาย เช่น ตักอาหารขายปริมาณไม่เท่ากัน ตักขาย ทำขาย ส่อไปในทางทุจริตให้ปริมาณเกินที่แผนกกำหนด หรือ ชี้ช่องในผู้รับบริการปิดบังราคาที่แท้จริง,25,4,11,10 - 9,8 - 7,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-414,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-414,จำนวนครั้งพบข้อร้องเรียนพนักงานงานขาย ขาดความกระตือรือร้น  ไม่สนใจ ไม่สอบถาม ไม่นำเสนอการขายให้ผู้รับบริการ,25,4,11,10 - 9,8 - 7,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-414,จำนวนครั้งพบการจัดเตรียม งานเลี้ยงไม่ครบถ้วนตามใบรายการขอเบิกอาหารและเครื่องดื่ม ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-415,จำนวนครั้งพบข้อร้องเรียนจากผู้รับบริการ / เพื่อนร่วมงาน เรื่องการขาย เช่น ตักอาหารขายปริมาณไม่เท่ากัน ตักขาย ทำขาย ส่อไปในทางทุจริตให้ปริมาณเกินที่แผนกกำหนด หรือ ชี้ช่องในผู้รับบริการปิดบังราคาที่แท้จริง,25,4,11,10 - 9,8 - 7,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-415,จำนวนครั้งที่พบร้องเรียนด้านพฤติกรรมบริการ หรือ สุ่มพบไม่ปฎิบัติตามคำสั่ง   เช่น  พูดไม่เพราะ ไม่มีหางเสียง  หน้างอ ไม่มองหน้าผู้รับบริการ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-415,จำนวนครั้งพบข้อร้องเรียนพนักงานงานขาย ขาดความกระตือรือร้น  ไม่สนใจ ไม่สอบถาม ไม่นำเสนอการขายให้ผู้รับบริการ,25,4,11,10 - 9,8 - 7,6 - 5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-415,จำนวนครั้งพบการจัดเตรียม งานเลี้ยงไม่ครบถ้วนตามใบรายการขอเบิกอาหารและเครื่องดื่ม ,25,0,7,6 - 5,4 - 3,2 - 1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-416,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-416,จำนวนครั้งที่พบการคีย์สั่งซื้อวัตถุดิบผิดพลาด ไม่ตรงเมนูกำหนด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-416,เปรียบเทียบต้นทุน ต่อ รายได้ ทุก 7 วัน,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-416,"จำนวนครั้งที่พบสั่งซื้ออาหารแห้ง-เครื่องปรุงรส นอกเหนือรอบการหมุนที่คำนวนไว้ เช่น 
 - น้ำมันหอย
 - รสดี
 - กะทิ 
 - ซีอิ้วขาว",25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-417,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-417,จำนวนครั้งที่พบการคีย์สั่งซื้อวัตถุดิบผิดพลาด ไม่ตรงเมนูกำหนด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-417,เปรียบเทียบต้นทุน ต่อ รายได้ ทุก 7 วัน,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-417,"จำนวนครั้งที่พบสั่งซื้ออาหารแห้ง-เครื่องปรุงรส นอกเหนือรอบการหมุนที่คำนวนไว้ เช่น 
 - น้ำมันหอย
 - รสดี
 - กะทิ 
 - ซีอิ้วขาว",25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-418,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-418,จำนวนครั้งที่พบการคีย์สั่งซื้อวัตถุดิบผิดพลาด ไม่ตรงเมนูกำหนด,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,4,PPSV-201908-418,เปรียบเทียบต้นทุน ต่อ รายได้ ทุก 7 วัน,25,100,69,70 - 79,80 - 89,90 - 99,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-418,"จำนวนครั้งที่พบสั่งซื้ออาหารแห้ง-เครื่องปรุงรส นอกเหนือรอบการหมุนที่คำนวนไว้ เช่น 
 - น้ำมันหอย
 - รสดี
 - กะทิ 
 - ซีอิ้วขาว",25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,4,PPSV-201908-419,ต้นทุนวัตถุดิบทางตรงไม่เกินงบประมาณที่ตั้งไว้,25,46,36,37 - 39,40 - 42,43 - 45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-419,จำนวนครั้งสุ่มตรวจไม่พบบันทึกอุณหภูมิแลกรับวัตถุดิบและอุณหภูมิตู้แช่อาหารสด-ผักสดประจำวัน,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,4,PPSV-201908-419,จำนวนครั้งที่พบการใช้วัตถุดิบผิดเมนู ต้องสั่งซื้อวัตถุดิบเพิ่มก่อให้เกิดต้นทุนสูง,25,6,10,9,8,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
